Welke Airport,Beaver Island,6Y8,45.721111,-85.520278,0.797983925,-1.492610428,664
Cairo-Grady County Airport,Cairo,70J,30.8879767,-84.1547353,0.539096893,-1.468777212,265
Spring Hill Airport,Sterling,70N,41.3473569,-75.4158972,0.721647515,-1.316255714,1729
Foster Field,Apple River,7A4,42.4664444,-90.1693889,0.741179276,-1.573752721,990
Germack Airport,Geneva,7D9,41.7778322,-80.9039797,0.729160726,-1.412040824,820
Spitfire Aerodrome,Pedricktown,7N7,39.7355633,-75.3977211,0.69351641,-1.315938482,40
Garland Airport,Lewiston,8M8,44.8065278,-84.2761944,0.782021436,-1.470897073,1218
Richland Airport,Richland Center,93C,43.2833575,-90.2982819,0.7554371,-1.576002328,742
Bamberg County Airport,Bamberg,99N,33.3045278,-81.1084167,0.581273666,-1.415608922,231
Covington Municipal Airport,Covington,9A1,33.6323083,-83.8474472,0.586994515,-1.463414023,809
Barwick Lafayette Airport,LaFayette,9A5,34.6884792,-85.2903319,0.605428175,-1.488597112,777
Phoenix Regional Airport,Phoenix,A39,32.99169922,-111.9209976,0.575813777,-1.953389911,1300
Apalachicola Regional Airport,Apalachicola,AAF,29.7276066,-85.0274416,0.518844614,-1.48400881,20
Lehigh Valley Intl,Allentown,ABE,40.652083,-75.440806,0.709512696,-1.316690455,393
Abilene Rgnl,Abilene,ABI,32.411319,-99.681897,0.565684231,-1.739777307,1791
Ambler Airport,Ambler,ABL,67.106389,-157.8575,1.171227437,-2.755133124,334
Albuquerque International Sunport,Albuquerque,ABQ,35.0402222,-106.6091944,0.611567248,-1.860681455,5355
Aberdeen Regional Airport,Aberdeen,ABR,45.4491,-98.4218,0.793236437,-1.717784466,1302
Southwest Georgia Regional Airport,Albany,ABY,31.5355,-84.1945,0.550398306,-1.469471237,197
Nantucket Mem,Nantucket,ACK,41.253053,-70.060181,0.720001601,-1.222780833,48
Waco Rgnl,Waco,ACT,31.611289,-97.230519,0.551721074,-1.69699269,516
Arcata,Arcata CA,ACV,40.978111,-124.108611,0.715202958,-2.166103892,221
Atlantic City Intl,Atlantic City,ACY,39.457583,-74.577167,0.688664738,-1.301617111,75
Adak Airport,Adak Island,ADK,51.878,-176.646,0.905441909,-3.08305431,18
Ardmore Muni,Ardmore,ADM,34.300833,-97.008889,0.598662472,-1.693124517,762
Kodiak,Kodiak,ADQ,57.749967,-152.493856,1.007927067,-2.661519876,78
Addison,Addison,ADS,32.9685594,-96.8364478,0.575409911,-1.69011485,644
Andrews Afb,Camp Springs,ADW,38.810806,-76.867028,0.67737635,-1.341582725,280
Allakaket Airport,Allakaket,AET,66.5519,-152.6222,1.161549778,-2.663759902,441
Alexandria Intl,Alexandria,AEX,31.3274,-92.549833,0.546766276,-1.615299308,89
Kake Airport,Kake,AFE,56.961389,-133.910278,0.994163785,-2.337175253,172
Fort Worth Alliance Airport,Fort Worth,AFW,32.987778,-97.318889,0.575745339,-1.698535037,722
Allegheny County Airport,Pittsburgh,AGC,40.3544,-79.9302,0.704317148,-1.395045162,1252
Angoon Seaplane Base,Angoon,AGN,57.503611,-134.585,1.003627344,-2.348951374,0
Augusta Rgnl At Bush Fld,Bush Field,AGS,33.369944,-81.9645,0.582415394,-1.430550395,144
Athens Ben Epps Airport,Athens,AHN,33.9486,-83.3263,0.592514846,-1.454318289,808
Alliance Municipal Airport,Alliance,AIA,42.053333,-102.803889,0.733969122,-1.794266347,3931
Municipal Airport,Aiken,AIK,33.6493889,-81.6850278,0.587292628,-1.425672685,529
Wainwright Airport,Wainwright,AIN,70.638056,-159.994722,1.232866654,-2.792434685,41
Lee C Fine Memorial Airport,Kaiser Lake Ozark,AIZ,38.096035,-92.5494875,0.664901243,-1.615293278,869
Atka Airport,Atka,AKB,52.220278,-174.206389,0.911415787,-3.040475066,56
Akron Fulton Intl,Akron,AKC,41.0375,-81.466917,0.716239492,-1.421865933,1067
Akiak Airport,Akiak,AKI,60.902778,-161.230556,1.062954,-2.814004057,30
Akhiok Airport,Akhiok,AKK,56.938611,-154.1825,0.993766233,-2.690992274,44
King Salmon,King Salmon,AKN,58.676778,-156.649278,1.024102971,-2.734045672,68
Anaktuvuk Pass Airport,Anaktuvuk Pass,AKP,68.1336,-151.743,1.189155651,-2.648414967,2103
Albany Intl,Albany,ALB,42.748267,-73.801692,0.746098009,-1.288082519,285
Alice Intl,Alice,ALI,27.740889,-98.026944,0.48416985,-1.710892928,178
Alamogordo White Sands Regional Airport,Alamogordo,ALM,32.8399,-105.991,0.573164381,-1.849891927,4200
Waterloo Regional Airport,Waterloo,ALO,42.5571,-92.4003,0.742761515,-1.612689465,873
San Luis Valley Regional Airport,Alamosa,ALS,37.435,-105.866667,0.653364005,-1.847721907,7539
Walla Walla Regional Airport,Walla Walla,ALW,46.0949,-118.288,0.804507773,-2.064515066,1191
Alexandria,Alexandria,ALX,38.806346,-77.0621,0.677298508,-1.344987374,1
Alitak Seaplane Base,Lazy Bay,ALZ,56.899444,-154.247778,0.99308264,-2.69213159,0
Rick Husband Amarillo Intl,Amarillo,AMA,35.219369,-101.705931,0.61469395,-1.775103365,3607
Anniston Metro,Anniston,ANB,33.588167,-85.858111,0.586224104,-1.498506726,612
Ted Stevens Anchorage Intl,Anchorage,ANC,61.174361,-149.996361,1.067694017,-2.617930365,152
Anderson Rgnl,Andersen,AND,34.494583,-82.709389,0.602044047,-1.44355116,782
Aniak Airport,Aniak,ANI,61.5816,-159.543,1.074801679,-2.784550649,88
Annette Island,Annette Island,ANN,55.042436,-131.572233,0.960671737,-2.29636867,119
Lee Airport,Annapolis,ANP,38.942778,-76.568333,0.679679696,-1.336369514,34
Tri-State Steuben County Airport,Angola,ANQ,41.6396983,-85.0834933,0.726749835,-1.484987097,995
Anvik Airport,Anvik,ANV,62.6467,-160.191,1.093391181,-2.795860382,309
Lima Allen County Airport,Lima,AOH,40.707478,-84.0270781,0.710479521,-1.466549174,975
Altoona Blair Co,Altoona,AOO,40.296372,-78.320022,0.703304368,-1.366942254,1504
Amook Bay Seaplane Base,Amook Bay,AOS,57.471389,-153.815278,1.003064964,-2.684583041,0
Centennial,Denver,APA,39.570129,-104.849294,0.690629036,-1.829965399,5883
Napa County Airport,Napa,APC,38.2131944,-122.2806944,0.66694606,-2.134200729,35
Naples Muni,Naples,APF,26.152619,-81.775294,0.45644931,-1.427248127,8
Phillips Aaf,Aberdeen,APG,39.466219,-76.168808,0.688815465,-1.329396487,57
Alpena County Regional Airport,Alpena,APN,45.0781,-83.5603,0.786761266,-1.458402359,689
Klawock Seaplane Base,Klawock,AQC,55.554658,-133.101693,0.969611697,-2.323062783,0
Acadiana Rgnl,Louisiana,ARA,30.037758,-91.883896,0.524257777,-1.603676515,24
Arctic Village Airport,Arctic Village,ARC,68.1147,-145.579,1.188825784,-2.540832872,2092
Watertown Intl,Watertown,ART,43.991922,-76.021739,0.767803883,-1.326829649,325
Lakeland,Minocqua - Woodruff,ARV,45.927778,-89.730833,0.801590944,-1.566098476,1629
Aspen Pitkin County Sardy Field,Aspen,ASE,39.2232,-106.869,0.684573983,-1.865215918,7820
Boire Field Airport,Nashua,ASH,42.78175,-71.5147778,0.746682397,-1.248168336,199
Astoria Regional Airport,Astoria,AST,46.157972,-123.878694,0.805608587,-2.162091083,15
Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,ATK,70.4673,-157.436,1.2298864,-2.747776561,96
Hartsfield Jackson Atlanta Intl,Atlanta,ATL,33.636719,-84.428067,0.587071496,-1.47354775,1026
Camp Mabry Austin City,Austin TX,ATT,30.31666,-97.7666,0.529125535,-1.706349068,0
Appleton,Appleton,ATW,44.257526,-88.507576,0.772439547,-1.544748614,680
Watertown Regional Airport,Watertown,ATY,44.914,-97.1547,0.78389718,-1.695669399,1748
Augusta State,Augusta,AUG,44.320647,-69.797317,0.773541217,-1.218192991,352
Alakanuk Airport,Alakanuk,AUK,62.68,-164.66,1.093972375,-2.873859146,10
Austin Bergstrom Intl,Austin,AUS,30.194528,-97.669889,0.52699393,-1.704661143,542
Wausau Downtown Airport,Wausau,AUW,44.9262845,-89.6270018,0.784111585,-1.56428628,1201
Asheville Regional Airport,Asheville,AVL,35.436194,-82.541806,0.61847826,-1.440626285,2165
Executive,Avon Park,AVO,27.591389,-81.528889,0.481560583,-1.422947549,160
Wilkes Barre Scranton Intl,Scranton,AVP,41.338478,-75.723403,0.721492549,-1.321622703,962
Marana Regional,Tucson,AVW,32.409556,-111.218388,0.565653461,-1.941127059,2031
Avalon,Catalina Island,AVX,33.405,-118.415833,0.583027237,-2.066746172,1602
Phoenix-Mesa Gateway,Mesa,AZA,33.307833,-111.655,0.581331353,-1.948747376,1382
Kalamazoo,Kalamazoo,AZO,42.234875,-85.552058,0.737137628,-1.493165094,874
Beale Afb,Marysville,BAB,39.136089,-121.436567,0.683053609,-2.119467926,113
Barksdale Afb,Shreveport,BAD,32.50182,-93.662674,0.567263772,-1.634722048,166
Barnes Municipal,Westfield,BAF,42.1579472,-72.715875,0.735794985,-1.269131437,270
Wings Field,Philadelphia,BBX,40.1375,-75.265,0.700531529,-1.313622062,302
Bryce Canyon,Bryce Canyon,BCE,37.706444,-112.145806,0.658101597,-1.957313557,7590
Boca Raton,Boca Raton,BCT,26.3785,-80.107694,0.460391677,-1.398143016,13
Baudette Intl,Baudette,BDE,48.728444,-94.612222,0.850471787,-1.651294787,1086
Bradley Intl,Windsor Locks,BDL,41.938889,-72.683222,0.731971698,-1.268561535,173
Igor I Sikorsky Mem,Stratford,BDR,41.163472,-73.126167,0.718438118,-1.276292384,9
Beech Factory Airport,Wichita,BEC,37.6939167,-97.2149167,0.657882954,-1.696720378,1409
Laurence G Hanscom Fld,Bedford,BED,42.469953,-71.289031,0.741240513,-1.244228312,133
Southwest Michigan Regional Airport,Benton Harbor,BEH,42.1285833,-86.4285,0.735282488,-1.508461893,643
Bethel,Bethel,BET,60.779778,-161.838,1.060807245,-2.824605955,121
Bradford Regional Airport,Bradford,BFD,41.8031,-78.6401,0.729601733,-1.372528669,2143
Western Nebraska Regional Airport,Scottsbluff,BFF,41.874,-103.596,0.730839171,-1.808091292,3967
Boeing Fld King Co Intl,Seattle,BFI,47.53,-122.301947,0.829554993,-2.134571657,21
Meadows Fld,Bakersfield,BFL,35.433598,-119.05677,0.618432951,-2.077932633,507
Mobile Downtown,Mobile,BFM,30.626783,-88.068092,0.534538203,-1.537078171,26
Beaver Falls,Beaver Falls,BFP,40.7724722,-80.3914444,0.711613884,-1.403095395,1253
Beaufort,Beaufort,BFT,32.477411,-80.723161,0.566837754,-1.408884942,37
BFT County Airport,Beauford,BFT,32.41083,-80.635,0.565675697,-1.407346242,500
Decatur County Industrial Air Park,Bainbridge,BGE,30.9715981,-84.6369278,0.540556361,-1.477193059,141
Greater Binghamton Edwin A Link Fld,Binghamton,BGM,42.208689,-75.979839,0.736680596,-1.326098356,1636
Bangor Intl,Bangor,BGR,44.807444,-68.828139,0.782037427,-1.201277644,192
Hancock County - Bar Harbor,Bar Harbor,BHB,44.4497689,-68.3615653,0.775794819,-1.193134396,83
Birmingham Intl,Birmingham,BHM,33.562942,-86.75355,0.585783845,-1.514135085,644
Block Island State Airport,Block Island,BID,41.168056,-71.577778,0.718518124,-1.249267897,108
Biggs Aaf,El Paso,BIF,31.849528,-106.380039,0.555879129,-1.856681939,3948
Allen Aaf,Delta Junction,BIG,63.994547,-145.721642,1.116915548,-2.543322444,1291
Billings Logan International Airport,Billings,BIL,45.80921,-108.537654,0.799521542,-1.894339425,3652
Bismarck Municipal Airport,Bismarck,BIS,46.775842,-100.757931,0.816392453,-1.758557643,1661
Tulip City Airport,Holland,BIV,42.7427778,-86.1078333,0.746002204,-1.502865203,698
Keesler Afb,Biloxi,BIX,30.410425,-88.924433,0.530762043,-1.552024141,33
Rocky Mountain Metropolitan Airport,Broomfield-CO,BJC,39.90888888,-105.1172222,0.696541512,-1.834641628,5670
Bemidji Regional Airport,Bemidji,BJI,47.510722,-94.934722,0.829218529,-1.656923473,1391
Buckland Airport,Buckland,BKC,65.981667,-161.149167,1.151597335,-2.812583551,31
Stephens Co,Breckenridge,BKD,32.719047,-98.891,0.571055098,-1.725973551,1284
Buckley Afb,Buckley,BKF,39.701668,-104.75166,0.692924825,-1.828261364,5662
Branson LLC,Branson,BKG,36.531994,-93.200556,0.637603578,-1.626656567,1302
Barking Sands Pmrf,Barking Sands,BKH,22.022833,-159.785,0.384370946,-2.788774345,23
Burke Lakefront Airport,Cleveland,BKL,41.5175,-81.683333,0.724617072,-1.425643105,583
Raleigh County Memorial Airport,Beckley,BKW,37.7873,-81.1242,0.6595128,-1.415884393,2504
Brookings Regional Airport,Brookings,BKX,44.3048,-96.8169,0.773264634,-1.689773677,1648
Boulder City Municipal Airport,Boulder City,BLD,35.5651,-114.514,0.620728094,-1.99864634,2201
Mercer County Airport,Bluefield,BLF,37.2958,-81.2077,0.650934507,-1.417341743,2857
Blythe Airport,Blythe,BLH,33.619167,-114.716889,0.586765156,-2.002187421,399
Bellingham Intl,Bellingham,BLI,48.792694,-122.537528,0.851593161,-2.138683321,170
Scott Afb Midamerica,Belleville,BLV,38.545178,-89.835183,0.672740267,-1.567919727,459
Brigham City,Brigham City,BMC,41.552,-112.062,0.725219211,-1.955850866,4229
Monroe County Airport,Bloomington,BMG,39.1460208,-86.6166805,0.683226952,-1.511746262,846
Central Illinois Rgnl,Bloomington,BMI,40.477111,-88.915917,0.706458859,-1.551875509,871
Big Mountain Afs,Big Mountain,BMX,59.361247,-155.258822,1.036049208,-2.709777637,663
Nashville Intl,Nashville,BNA,36.124472,-86.678194,0.630490977,-1.512819875,599
Boise Air Terminal,Boise,BOI,43.564361,-116.222861,0.760341536,-2.028471591,2871
General Edward Lawrence Logan Intl,Boston,BOS,42.364347,-71.005181,0.739397341,-1.239274194,19
Bartow Municipal Airport,Bartow,BOW,27.9434,-81.7834,0.487704334,-1.427389603,125
Southeast Texas Rgnl,Beaumont,BPT,29.950833,-94.020694,0.52274065,-1.640970675,15
Brunswick Golden Isles Airport,Brunswick,BQK,31.2588,-81.4665,0.54556898,-1.421858655,26
Brainerd Lakes Rgnl,Brainerd,BRD,46.398308,-94.138078,0.809803242,-1.643019413,1226
Southeast Iowa Regional Airport,Burlington,BRL,40.7832,-91.1255,0.711801119,-1.590440008,698
Brownsville South Padre Island Intl,Brownsville,BRO,25.906833,-97.425861,0.452159535,-1.700402051,22
Wiley Post Will Rogers Mem,Barrow,BRW,71.285446,-156.766003,1.244165741,-2.736082908,44
Bradshaw Aaf,Bradshaw Field,BSF,19.760056,-155.553717,0.344878038,-2.714924525,6190
Barter Island Lrrs,Barter Island,BTI,70.133989,-143.581867,1.224069026,-2.505976325,2
Bert Mooney Airport,Butte,BTM,45.954806,-112.497472,0.802062672,-1.963451287,5550
Baton Rouge Metro Ryan Fld,Baton Rouge,BTR,30.533167,-91.149639,0.532904295,-1.590861313,70
Bettles,Bettles,BTT,66.913944,-151.529056,1.167868638,-2.64468094,644
Burlington Intl,Burlington,BTV,44.471861,-73.153278,0.776180399,-1.27676556,335
Buffalo Niagara Intl,Buffalo,BUF,42.940525,-78.732167,0.749453544,-1.374135541,724
Bob Hope,Burbank,BUR,34.200667,-118.358667,0.596914246,-2.065748437,778
Municipal Airport,Burlington,BUU,42.6907171,-88.3046825,0.745093573,-1.541207455,780
Burlington-Alamance Regional Airport,Burlington,BUY,36.0485433,-79.4748892,0.629165771,-1.387098489,617
Beverly Municipal Airport,Beverly,BVY,42.584141,-70.9161444,0.74323347,-1.237720213,107
KBWD,Brownwood,BWD,31.7936111,-98.9565,0.554903195,-1.727116741,1387
Bowling Green-Warren County Regional Airport,Bowling Green,BWG,36.9645278,-86.4196667,0.645152717,-1.508307722,547
Baltimore Washington Intl,Baltimore,BWI,39.175361,-76.668333,0.683739035,-1.338114843,146
Buckeye Municipal Airport,Buckeye,BXK,33.420417,-112.68618,0.583296314,-1.966744862,1033
Borrego Valley Airport,Borrego Springs,BXS,33.2590278,-116.3209722,0.580479541,-2.030183954,520
Arkansas Intl,Blytheville,BYH,35.964347,-89.943956,0.627696268,-1.569818174,254
Bicycle Lake Aaf,Fort Irwin,BYS,35.280531,-116.630031,0.615761428,-2.035578048,2350
Blakely Island Airport,Blakely Island,BYW,48.56025,-122.80243,0.847536248,-2.143306733,0
Gallatin Field,Bozeman,BZN,45.777643,-111.160151,0.798970594,-1.940110632,4500
Grand Geneva Resort Airport,Lake Geneva,C02,42.6149167,-88.3895833,0.743770607,-1.542689253,835
Frasca Field,Urbana,C16,40.144979,-88.200197,0.700662062,-1.539383839,735
Portage Municipal Airport,Portage,C47,43.5603136,-89.4828607,0.760270896,-1.561770543,825
Plymouth Municipal Airport,Plymouth,C65,41.3651307,-86.3002574,0.721957726,-1.506223637,800
Sylvania Airport,Sturtevant,C89,42.70325,-87.9589722,0.745312314,-1.535173672,785
Dowagiac Municipal Airport,Dowagiac,C91,41.9929342,-86.1280125,0.732914964,-1.503217396,748
Columbia Metropolitan,Columbia,CAE,33.938833,-81.119528,0.59234438,-1.415802851,236
Akron Canton Regional Airport,Akron,CAK,40.9160833,-81.4421944,0.714120371,-1.421434442,1228
Caribou Muni,Caribou,CAR,46.8715,-68.017917,0.818062,-1.187136602,626
Greater Cumberland Rgnl.,Cumberland,CBE,39.615278,-78.760556,0.691417035,-1.374631023,775
Columbus Afb,Colombus,CBM,33.643833,-88.443833,0.587195659,-1.543636089,219
Coweta County Airport,Newnan,CCO,33.3115656,-84.7697554,0.581396499,-1.479511338,970
Buchanan Field Airport,Concord,CCR,37.9896667,-122.0568889,0.663044766,-2.130294586,26
Cold Bay,Cold Bay,CDB,55.206061,-162.725436,0.963527532,-2.840094635,96
Cedar City Rgnl,Cedar City,CDC,37.700967,-113.098847,0.658006005,-1.97394726,5622
Cambridge Municipal Airport,Cambridge,CDI,39.9750278,-81.5775833,0.697695854,-1.423797424,799
CedarKey,Cedar Key,CDK,29.1342222,-83.0504722,0.508488102,-1.449504185,11
Woodward Field,Camden,CDN,34.2835833,-80.5648611,0.598361408,-1.406122088,302
Chadron Municipal Airport,Chadron,CDR,42.8375,-103.095556,0.747655418,-1.799356896,3297
Childress Muni,Childress,CDS,34.433781,-100.287992,0.600982852,-1.750355661,1954
Merle K Mudhole Smith,Cordova,CDV,60.491778,-145.477556,1.055780696,-2.53906234,48
Caldwell Essex County Airport,Caldwell,CDW,40.8752222,-74.2813611,0.71340721,-1.296454324,172
Del Norte County Airport,Crescent City,CEC,41.7802,-124.237,0.729202052,-2.168344703,57
Westover Arb Metropolitan,Chicopee Falls,CEF,42.194014,-72.534783,0.736424469,-1.265970786,241
Central Airport,Central,CEM,65.573889,-144.780833,1.144480266,-2.52690223,937
Clemson,Clemson,CEU,34.6722222,-82.8858889,0.605144436,-1.446631665,891
Bob Sikes,Crestview,CEW,30.778833,-86.522111,0.537191976,-1.510095713,213
Cortez Muni,Cortez,CEZ,37.303,-108.628056,0.651060171,-1.895917237,5918
Coulter Fld,Bryan,CFD,30.715694,-96.331361,0.536089992,-1.681299422,367
Craig Seaplane Base,Craig,CGA,55.478889,-133.147778,0.968289278,-2.323867118,0
Cuyahoga County,Richmond Heights,CGF,41.565124,-81.4863555,0.725448268,-1.422205199,879
Cape Girardeau Regional Airport,Cape Girardeau,CGI,37.2253,-89.5708,0.64970405,-1.563305374,342
Meigs Field,Chicago,CGX,41.860278,-87.609722,0.730599677,-1.529078106,585
Casa Grande Municipal Airport,Casa Grande,CGZ,32.954889,-111.766832,0.575171318,-1.950699213,1464
Lovell Fld,Chattanooga,CHA,35.035278,-85.203808,0.611480955,-1.487086985,683
All Airports,Chicago,CHI,41.883611,-87.631667,0.731006915,-1.529461118,596
Charlottesville-Albemarle,Charlottesville VA,CHO,38.138639,-78.452861,0.665644823,-1.369260732,639
Charleston Afb Intl,Charleston,CHS,32.898647,-80.040528,0.57418971,-1.396970749,45
Chuathbaluk Airport,Chuathbaluk,CHU,61.579167,-159.215556,1.074759215,-2.778835673,243
Chico Muni,Chico,CIC,39.795383,-121.858422,0.69456046,-2.126830685,238
Cedar Rapids,Cedar Rapids,CID,41.884694,-91.710806,0.731025816,-1.600655524,869
Chalkyitsik Airport,Chalkyitsik,CIK,66.645,-143.74,1.16317468,-2.508736267,544
Council Airport,Council,CIL,64.897778,-163.703333,1.132679903,-2.857162157,85
Chippewa County International Airport,Sault Ste Marie,CIU,46.2508,-84.4724,0.807228742,-1.474321507,800
Harrison Marion Regional Airport,Clarksburg,CKB,39.2966,-80.2281,0.685855055,-1.400244498,1217
Crooked Creek Airport,Crooked Creek,CKD,61.867778,-158.135,1.079796427,-2.759976413,178
Crisp County Cordele Airport,Cordele,CKF,31.9888333,-83.7739167,0.558310465,-1.462130674,310
Clarksville-Montgomery County Regional Airport,Clarksville,CKV,36.621944,-87.415,0.639173501,-1.525679566,550
Clear Lake Metroport,Clear Lake City,CLC,29.5569,-95.137497,0.515865222,-1.660462565,35
McClellan-Palomar Airport,Carlsbad,CLD,33.0742,-117.1648,0.577253687,-2.044911527,328
Cleveland Hopkins Intl,Cleveland,CLE,41.411689,-81.849794,0.722770322,-1.428548397,791
Easterwood Fld,College Station,CLL,30.588583,-96.363833,0.533871487,-1.681866166,321
William R Fairchild International Airport,Port Angeles,CLM,48.1202,-123.5,0.839855927,-2.155481626,291
Charlotte Douglas Intl,Charlotte,CLT,35.214,-80.943139,0.614600243,-1.412724282,748
Clearwater Air Park,Clearwater,CLW,27.9764722,-82.7586667,0.488281553,-1.444411218,70
Port Columbus Intl,Columbus,CMH,39.997972,-82.891889,0.698096306,-1.446736386,815
Champaign,Champaign,CMI,40.03925,-88.278056,0.698816743,-1.540742734,754
Houghton County Memorial Airport,Hancock,CMX,47.1684,-88.4891,0.823243883,-1.544426147,1095
Cavern City Air Terminal,Carlsbad,CNM,32.337472,-104.263278,0.564395358,-1.81973749,3295
Tstc Waco,Waco,CNW,31.637831,-97.074139,0.552184319,-1.694263344,470
Canyonlands Field,Moab,CNY,38.755,-109.754722,0.676402352,-1.915581269,4555
Yellowstone Rgnl,Cody,COD,44.520194,-109.023806,0.777023969,-1.902824378,5102
Patrick Afb,Coco Beach,COF,28.234922,-80.610125,0.492792353,-1.406912092,8
